job_id,company_id,title,description,location,job_type,job_required_experience_type,job_posting_url,company_name
3757735945,11056.0,Software Engineering Manager,"Required Skills and Experience 7+ years of experience leading software development teamsExperience in all aspects of the software development lifecycle - designing applications, coding, testing and implementation, architectingWorking knowledge of service-oriented architecture (SOA) principles and .NET, ASP.NET, C#, SQL Server Database, and Oracle DatabaseStrong understanding of Object-Oriented Programming and designStrong Agile mindset and experience working in a Scrum environmentUnderstanding of and experience using servant leadershipBachelors Degree
Nice to Have Skills and ExperienceMaster's Degree in related disciplineMS Certified in .NET technologies
Job Description A large healthcare company is looking to hire a Software Engineering Manager to help with the development, management and strategic direction of software engineering teams. The goal of this role is to lead a self-managing and governing team. You will be responsible for hiring, developing, and leading QA Engineers, Software Developers, Product Owners, and Scrum Masters. There will also be collaboration with infrastructure groups, the Value Management Office, and other business units. You must have the ability to motivate individuals and teams as well as provide technical guidance and strategy when needed. This person will be working in an agile scrum environment. This position is fully remote but CST and EST working hours are highly preferred.","San Dimas, CA",Contract,Mid-Senior level,https://www.linkedin.com/jobs/view/3757735945/?trk=jobs_biz_prem_srch,Insight Global
3757735117,11056.0,Paralegal,"Insight Global is hiring for a Part-Time Family Law Paralegal in Denver, CO.
Responsibilities:Legal Document Preparation:Assist attorneys in preparing and organizing various legal documents for upcoming cases and trials.Draft contracts, depositions, pleadings, and other relevant legal paperwork.Proficiency in trial exhibit preparation.Family Law Expertise:Minimum 2 years of experience in family law.Familiarity with family law procedures, including divorce, child custody, and related matters.E-filing and Calendar Management:File documents electronically with the courts.Maintain accurate calendars for court appearances, deadlines, and client meetings.Flexible Work Arrangement:Committed to working 25 hours per week.Open to remote work, with occasional in-office presence as needed.Willingness to work mornings on several days a week.
Qualifications:Experience:Minimum 5 years of overall paralegal experience.At least 2 years of specific family law experience.Skills:Strong organizational skills and attention to detail.Excellent communication and interpersonal abilities.Ability to work independently and collaboratively with attorneys and clients.Experience with Math4law, CLIO, or similar legal software.Proficient in Microsoft Excel.","Denver, CO",Part-time,Associate,https://www.linkedin.com/jobs/view/3757735117/?trk=jobs_biz_prem_srch,Insight Global
3757730700,11056.0,Validation Engineer,"Must-haves2-5 years of commissioning qualification and validation expAssociates DegreeControl system programming, commissioning, calibration expExp with editing and authoring validation protocols and reportsOEM or Integrator Exp Plusses Day-to-DayInsight Global is looking for a Validation Engineer for one of our OEM Systems Integrator clients to support their various clients across the US, Canada, and Puerto Rico. 65% of their time will be spent authoring and developing validation protocols (IQ OQ) and FAT documents. 35% of their time will be spent traveling to various customer sites to perform validation testing of internal equipment and control systems (programming and calibration, I/O forcing, PID loop tuning).
Essential Job Function: 1. Must have the ability to develop validation protocols (IQ and OQ), validation reports, and factory acceptance test documents. As such, good writing and grammar skills and attention to detail are essential. 2. Experience is required in reading and interpreting electric and pneumatic controls, technical design documents, and PLC code. 3. Travel 25 to 35% to customer sites to perform validation testing of (company) equipment and control systems. 4. Familiarity with industry accepted practices for documenting test results, recording of deviations, and deviation resolutions. 5. Must have excellent communication skills and be comfortable presenting the validation results to our customer’s project team (QA, validation, project management, etc.). 6. Must have good troubleshooting skills. Prior experience in control system programming, commissioning, calibration, I/O forcing, PID loop tuning, and/or equipment service is desirable. 7. Must be willing and be capable to climb ladders and to enter restrictive spaces. 8. Must have an understanding of computer system validation including knowledge of GAMP 5 and CFR 21 Part 11","Ramsey, NJ",Contract,Mid-Senior level,https://www.linkedin.com/jobs/view/3757730700/?trk=jobs_biz_prem_srch,Insight Global
3757729356,11056.0,Test Engineer,"Title: Test EngineerLocation: El Segundo, CAJob Duration: 12 Months - Possible conversionPay Rate: $45-50/hr
Benefit packages for this role will start on the 31st day of employment and include medical, dental, and vision insurance, as well as HSA, FSA, and DCFSA account options, and 401k retirement account access with employer matching. Employees in this role are also entitled to paid sick leave and/or other paid time off as provided by applicable law.
Must Haves: 1+ years of experience working in a laboratory environment1+ years of experience with test instrumentation and/or methodsAbility to work variable shifts and shifted work weeks to meet business demand. Start/End Time: 1st shift (0600 -- 1430); 2nd shift (1400 -- 2230); 3rd shift (2200 -- 0630) Knowledge/Experience with RF testing equipment & methodologies.Active Top Secret clearance Day to Day:An employer is looking for a Junior Test Engineer to join a large Aerospace client in El Segundo. You will join a team of 15 engineers who are supporting the certification, configuration, calibration of support test equipment as well as supporting automated and manual test execution on spacecraft programs. This individual will participate in gathering and analyzing requirements for test measurement systems. Assisting in the development of test procedures, and instrumentation and configuration definition to perform the test within the constraints of the test plan. Develop solutions to calibration systems problems. Performs data analysis, develops and utilizes data processing tools. Designs simple component level hardware or software. Uses analytical tools to verify the design. Verifies collection of complete data set. Maintains test logs, prepares simple test reports and archives data. Works under direct supervision.","El Segundo, CA",Contract,Mid-Senior level,https://www.linkedin.com/jobs/view/3757729356/?trk=jobs_biz_prem_srch,Insight Global
3757727835,11056.0,Computational Fluid Dynamics Analyst,"Must Haves:3-5 years of experience in thermal fluid sciences (Fluid mechanics, thermodynamics, and heat transfer)Proficient with scripting languages (Python or MATLAB)Experience running CFD analysis and lower fidelity meanline and streamline codesExperience with CFD software (Ansus Fluent, Star CCM+)Experience with CAD (Solidworks preferred)Experience with Vapor Cycle Systems (VCS), Liquid Cooling Systems (LCS), or Air Cycle Systems (ACS)USC with ability to obtain DoD security ClearanceBS in Mechanical Engineering or related Field
Plusses:Familiar with Bearing Selection for Ball Bearing and Foil Bearing ApplicationsFamiliar with positive displacement type compressors and pumpsFamiliar with aerospace requirements management methodologies and processes (Traceability, Decomposition, Derivation, Verification, Validation)Familiar with major aircraft systems (ECS, Powerplant, Electrical, Hydraulics, Controls, Avionics, Power generation, structures) D2D:The Aerospace Aerodynamics/CFD Analyst provides analytical modeling capabilities to the systems engineering team by leading component design around high-speed turbomachinery including pumps, compressors, turbines, and fans, and assisting system level studies with CFD mapping of ducts, manifolding, valve design, and heat exchanger headers and core design. In cooperation with the Program Management team, the Aerospace Aerodynamics/CFD Analyst leads and executes component design and analysis efforts for rotor sizing and design using a combination of 1-D meanline and streamline code and CFD. This role is responsible for performance requirements compliance assessment at the component level and assisting system level compliance assessment when appliable, interpreting and analyzing test data, synthesizing test data and correlating component models, building up and maintaining CFD models and model toolsets, and methodology. During the program, the Aerospace Aerodynamics/CFD analyst will work with a multi-disciplinary project team of subject matter experts in fields such as such as thermal system and aerospace analysis, installation, mechanical design and analysis, reliability, controls, electronics and software, and testing.","St George, UT",Full-time,Mid-Senior level,https://www.linkedin.com/jobs/view/3757727835/?trk=jobs_biz_prem_srch,Insight Global
3757714022,11056.0,Construction Superintendent,"Superintendent (1 opening)Sparks, NV
Day to day:A client in Sparks, NV is looking for a Construction Superintendent to support the construction of the new ground up Semi truck manufacturing facility. This individual will coordinate and supervise on-site construction activities, including direct hire and subcontractors. This person needs to be able to develop execution plans including detailed schedules, ensure frequent communication with key project individuals, job site personnel and Project Manager, and drive the project schedule, elevate construction issues to management, and develop and communicate logistics and other operational plans, as necessary. If this sounds like you, apply today!
Must haves:Bachelor's Degree (MS preferred) or related 10+ years field experience, or equivalentPrevious experience as a Superintendent on $100M+ industrial or commercial facility constructionArchitectural and finish plans and specificationsFraming and Wall type detailsCivil and structural plans and specificationsComputer literacy with Microsoft Office Suite products, Bluebeam and PlanGridKnowledge of mechanical, electrical, instrumentation and control systems - preferredKnowledge of AISC, ACI and ASTM standards
Civil Construction Superintendent (2 OPENINGS)Sparks, NV
Day to day:A client in Sparks, NV is looking for a Civil Construction Superintendent to support the construction of the new ground up Semi truck manufacturing facility. This individual will coordinate and supervise on-site civil construction activities as part of the Core & Shell build-out, including direct hire and subcontractors, supervise scopes including but not limited to mass earthwork, underground utility installations, paving and concrete. This person need to be able to develop execution plans including detailed schedules, ensure frequent communication with key project individuals, job site personnel and Project Manager, and drive the project schedule, elevate construction issues to management, and develop and communicate logistics and other operational plans, as necessary. If this sounds like you, apply today!
Must Haves:Bachelor's Degree (MS preferred) or related 10+ years field experiencePrevious experience as a Superintendent on $100M+ industrial or commercial facility constructionExperience supervising heavy civil projectsExperience with High Voltage (HV) and installing transmission linesKnowledge of ASTM and ACI StandardsAbility to develop a cost loaded schedule and track performanceComputer literacy with Microsoft Office Suite products, Bluebeam and PlanGridAbility to work within a high-performance, cross-functional organization with extremely tight timelines and aggressive goalsExperience with design-build projects Working knowledge of building codes, standards and environmental regulations","Sparks, NV",Contract,Mid-Senior level,https://www.linkedin.com/jobs/view/3757714022/?trk=jobs_biz_prem_srch,Insight Global
3757710926,11056.0,Instrumentation Technician,"One of our largest energy/oil and gas clients is looking for a maintenance instrumentation technician to support their operations on site in Martinez, CA! The ideal candidate will have a minimum of 3 years of instrumentation repair and troubleshooting experience in an industrial plant environment This is a 6-month contract to hire position and you will need to have experience doing the following job duties:
Job DutiesComply with all HSSE regulations, policies, standards, practices and actively participate in improving plant safety culture.Demonstrated proficiency in the areas of electrical and instrumentation wiring.Experience working on and troubleshooting pneumatic control devices, burner management systems, flame detection, and computerized control (PLC/DCS) systems.Experience working with flow control and flow measurement instrumentation in a chemical plant.Maintain and troubleshoot relay-based control systems.Troubleshoot various types of level switches which can include, but are not limited to tuning fork, float, and inductive switches.Calibrate pressure transmitters, and level transmitters over HART and Modbus communication protocol.Maintain Safety instrumented system (SIS) on fired equipment.Calibrate baghouse pulsers and pressure transmitters.Troubleshoot equipment failures with little to no diagnostic information.Perform operational support activities which can include but are not limited to removal of electrical and instrumentation components for centrifuge cleanouts, and cleaning twin screw pumps, recalibrating limit, and speed switches.Troubleshoot and service vibrating tray dryers.Gather vibration data on various pumps, motors, and blowers for the plant's vibration analysis program.Troubleshoot variable frequency drives.Service the Fischbein and Columbia Okura bagging and packaging equipment.Service bulk packaging equipment including iris valves, vibratory feeders, and bulk bag loaders.Provide electrical and instrumentation feedback to capital projects.Use a computer in daily routine, including data entry into a computerized maintenance management system.Read and comprehend drawings including, but not limited to plant layout, P&ID, electrical and instrumentation schematics, and equipment drawings.Identify and implement equipment improvements to increase plant reliability.Communicate to operations employees, supervisors, and others regarding the identification of problems and completion of jobs in their area both verbally and in writing.Plusses:Working knowledge of HVAC systemsRobotic automation troubleshootingBachelor's degree","Martinez, CA",Contract,Mid-Senior level,https://www.linkedin.com/jobs/view/3757710926/?trk=jobs_biz_prem_srch,Insight Global
3757710340,11056.0,Remote Tier-1 Helpdesk,"Insight Global is hiring multiple Remote Tier-1 Helpdesk personnel in support of a top federal client ours, supporting the US Coast Guard.
Job Title: Tier-1 Helpdesk SpecialistLocation: Remote - CST HoursShift: Core hours - some weekend/night flexibilityContract: 6-month contract for a large surgePay Rate: Max $16/hrStart Date: ASAP
Responsibilities:
Provides advanced technical advice and guidance on installation, adaptation, configuration or enhancement of Company technical products, programs.Performs Tier I problem resolution on the telephone with users, walks the user through a series of steps to determine problem and classify level, priority and nature of the problems and systems.Provides expertise for the resolution of technical problems, troubleshoots products and modifies products to customer requirements.
Must Haves:
Experienced with frequent use and application of technical standards, principles and theories.Works under general supervision, providing solutions to technical problems of moderate scope/complexity.Mobile device support experience, Apple/IOS","St Louis, MO",Contract,Entry level,https://www.linkedin.com/jobs/view/3757710340/?trk=jobs_biz_prem_srch,Insight Global
3757709011,11056.0,Logistics Specialist,"Must Haves:6+ months of inventory or stocking experience (audits, cycle counts)6+ months of experience in a customer service role or customer facingSolid work history that demonstrates reliability Education:High School Diploma or GED Plusses:Experience using Oracle or other SAP system Day to Day:An Aviation Company well known for safety, quality, and regulatory compliance in the Everett area is looking to add a Logistics Specialist to their Warehouse team. A successful candidate in this role will be in charge of stocking shelves, keeping track of inventory, conducting audits and cycle counts. As a Logistics Specialist you will be the point of contact for internal and external communication regarding the distribution and receiving of materials while using the ERP system. If this sounds like a good fit for you please apply at Insight Global today!","Everett, WA",Full-time,Entry level,https://www.linkedin.com/jobs/view/3757709011/?trk=jobs_biz_prem_srch,Insight Global
3757708374,11056.0,Release Manager,"Must-haves - 5 to 8 years of experience leading and managing large release implementations in information systems at enterprise level at large organizations.  - 5+ years demonstrated ability to coordinate cross-functional work teams across different business units with multiple products, processes, controls, and governance.  - 2+ year experience in working with development and functional teams to gather all deployment changes and performed post/pre deployment activities.  - Knowledge of software development lifecycle  - Strong working understanding of agile development tools such as Jira, Confluence, and VersionOne.  Day-to-Day An employer is seeking a release manager in Berkeley Height, NJ. This candidate will own the Release Management lifecycle, including scheduling, coordinating & facilitating and the overall management of the enterprise release for multiple applications across various portfolios. You will be responsible for implementing and managing release processes for code through development, test, and production environments, while working collaboratively with all participants in agile software development projects and is supportive of developers and testers as they set up their build dev/test environments.  You will demonstrate strong leadership and impeccable communication skills to coordinate cross-functional teamwork towards task completion. You may work independently or as part of a team on complex projects -- hence you will be highly organized & collaborative across multiple business groups and technical teams.   * Manage, facilitate, and coordinate enterprise-wide release schedules and activities supporting the release deployments (artifacts, readiness check lists, deployment/implementation plans, release install features, run books, build out release calendars).  * Facilitate all release meetings and collaborate with application development teams, project managers, technology leaders, vendors, product partners and stakeholders to ensure successful deployment events (including readiness reviews, technology & business go/no go, root cause analysis).  * Work with IT management to improve the software engineering processes and practices associated with continuously building, deploying, and updating software and environments.  * Manage risks and resolve issues that affect release scope, schedule & quality.  * Manage relationships and coordinate work between different teams in various locations and time-zones.  * Measure and monitor progress, providing weekly/monthly release reporting, to ensure releases are delivered on-time, within budget.  * Support environment management and monthly release installs on weekends and overnight.","Berkeley Heights, NJ",Full-time,Mid-Senior level,https://www.linkedin.com/jobs/view/3757708374/?trk=jobs_biz_prem_srch,Insight Global
3757707175,11056.0,Telecommunications Project Manager,"Job RequirementsAssisting in the design and deployment of Information Transport Systems and telecommunications systems.Run day-to-day operations of a project/program or sub-section of a project/program.Plan and monitor cash flow against cash expenses.Maintain as-builts documents as work is completed.Document project issues/conditions.Plan and execute project delivery to include design, procurement, pre-testing, pre-fabrication, installation, commissioning, and close-out.Plan and execute project completion and punch list.Develop specific goals and plans to prioritize, organize, and accomplish your work.Read and interpret blueprints, design artifacts, and project specifications.Identify, price, track, and manage change orders ensuring effective resolution.Research and compile submittals; identifying/pricing change orders and prepare estimates for partially designed projects by finishing the design and preparing a complete project estimate.Confer with supervisory personnel, owners, contractors, and design professionals to discuss and resolve matters such as work procedures, complaints, and project issues.Communicate with people outside the Company, representing the Company to customers, the public, the government, and general contractor representatives.  Qualifications / Skills Sets / Expectations: B.S. in Engineering or similar degree and Industrial experience with five (5) to seven (7) years' working for a telecommunications integrator or electrical contractor.Experience working on telecommunication and electronic security projects ranging from $500,000 to $10M.Experience working with contract drawings, subcontracts, contract addendums, specifications, change orders, RFIs, submittals.Experience installing Information Transport SystemsExperience using MS Office Suit, Sophisticated Project Management, CPM Scheduling, Cost, modeling, and AutoCAD software.Knowledge of design techniques, tools, and concepts involved in the production of precision technical plans, blueprints and drawings on electrical and security projects.Familiar with standard deliverables and work process on construction and integration projects.Must have strong interpersonal and writing skills and be a problem owner/solver.Proven ability to effectively plan and organize one's own activities or the activities of others.Able to work in a diverse environment, with personnel having a range of backgrounds.Requires reliable attendance at customer site during work hours required by customer.","Suwanee, GA",Contract,Mid-Senior level,https://www.linkedin.com/jobs/view/3757707175/?trk=jobs_biz_prem_srch,Insight Global
3757706200,11056.0,Electrical Engineer,"Must Haves:1+ year of experience as an Electrical Engineer Experience troubleshooting on hardware/software Bachelor's degree in Electrical Engineering Ability to obtain a Secret Clearance  Plusses:Active Secret ClearancePrevious DoD experience Previous ground vehicle experience
Day to Day:Insight Global is looking for an Electrical Engineer to join one of our largest defensive clients out of Warren, MI. This person will be responsible for working on combat vehicles, overseeing the installation of electrical systems and equipment. This Electrical Engineer will be building devices using design software, reviewing design plans, and carrying out maintenance checks. They will also be responsible for meeting with the internal teams and government customer with updates around requirements and projects. This Electrical Engineer will be joining the Software Integration team which are mainly responsible for the sustainment side of these combat vehicles. They will be working in what they call SILs – which are simulated environments before they are put within the combat vehicles for the army.","Warren, MI",Full-time,Mid-Senior level,https://www.linkedin.com/jobs/view/3757706200/?trk=jobs_biz_prem_srch,Insight Global
3757704694,11056.0,DevSecOps Engineer (Secret Clearance Required),"Must-Haves Active Secret DoD Clearance or higherExperience with Agile, Continuous Integration/Continuous DeploymentUnderstanding of System Scripting (Python, Perl and bash)Understanding of writing and maintaining CI/CD PipelinesExperience with Docker, Podman and/or Kubernetes container orchestrationExperience with Openshift or Convoy PlussesExperience with AWS or cloud systems Day-to-Day An employer based in Boulder, CO is looking for a Top Secret DevSecOps Engineer with a focus on supporting multiple software product team's needs. This person will work directly on a DoD contract and be responsible for design, implementation, and execution of DevSecOps methodology to support the mission systems. They will be responsible for supporting multiple project objectives by using their industry standard experience to efficiently run builds and deployments during software releases.","Boulder, CO",Full-time,Entry level,https://www.linkedin.com/jobs/view/3757704694/?trk=jobs_biz_prem_srch,Insight Global
